strain_id	genome_id	source_database	source	source_id	source_reference_id	assembly_level	genome_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id
kgmicrobe.strain:bacdive_1384	img.taxon:2770939501	img	GOLD	gold:Ga0244519			Paraliobacillus ryukyuensis DSM 15140	NCBITaxon:200904	AP IMG TAXON ID	kgmicrobe.strain:DSM-15140	DSM 15140	ORGANISM CULTURE COLLECTION ID	gold:Go0026622	gold:Gp0290539
kgmicrobe.strain:bacdive_1384	img.taxon:2770939501	img	GOLD	gold:Ga0244519			Paraliobacillus ryukyuensis DSM 15140	NCBITaxon:200904	AP IMG TAXON ID	kgmicrobe.strain:DSM-15140	DSM 15140	ORGANISM STRAIN	gold:Go0026622	gold:Gp0290539
kgmicrobe.strain:bacdive_1384	img.taxon:8147481932	img	GOLD	gold:Ga0681488			Paraliobacillus ryukyuensis NBRC 100001	NCBITaxon:200904	AP IMG TAXON ID	kgmicrobe.strain:NBRC-100001	NBRC 100001	ORGANISM CULTURE COLLECTION ID	gold:Go0711878	gold:Gp0854393
kgmicrobe.strain:bacdive_1384	img.taxon:8147481932	img	GOLD	gold:Ga0681488			Paraliobacillus ryukyuensis NBRC 100001	NCBITaxon:200904	AP IMG TAXON ID	kgmicrobe.strain:NBRC-100001	NBRC 100001	ORGANISM STRAIN	gold:Go0711878	gold:Gp0854393
kgmicrobe.strain:bacdive_1384	patric:200904.4	patric	BACDIVE	bacdive:1384	66792	wgs	Paraliobacillus ryukyuensis strain DSM 15140	NCBITaxon:200904						
kgmicrobe.strain:bacdive_13840	gtdb.genome:RS_GCF_900115595.1	gtdb	GTDB	gtdb.genome:RS_GCF_900115595.1		Scaffold	Tranquillimonas alkanivorans	NCBITaxon:441119	accession	kgmicrobe.strain:DSM-19547	DSM 19547	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13840	img.taxon:2622736594	img	BACDIVE	bacdive:13840	66792	draft	Tranquillimonas alkanivorans DSM 19547	NCBITaxon:441119						
kgmicrobe.strain:bacdive_13840	img.taxon:2622736594	img	GOLD	gold:Ga0070241			Tranquillimonas alkanivorans DSM 19547	NCBITaxon:441119	AP IMG TAXON ID	kgmicrobe.strain:DSM-19547	DSM 19547	ORGANISM CULTURE COLLECTION ID	gold:Go0111046	gold:Gp0112523
kgmicrobe.strain:bacdive_13840	img.taxon:2622736594	img	GOLD	gold:Ga0070241			Tranquillimonas alkanivorans DSM 19547	NCBITaxon:441119	AP IMG TAXON ID	kgmicrobe.strain:DSM-19547	DSM 19547	ORGANISM STRAIN	gold:Go0111046	gold:Gp0112523
kgmicrobe.strain:bacdive_13840	patric:441119.6	patric	BACDIVE	bacdive:13840	66792	wgs	Tranquillimonas alkanivorans strain DSM 19547	NCBITaxon:441119						
kgmicrobe.strain:bacdive_13841	gtdb.genome:RS_GCF_900112335.1	gtdb	GTDB	gtdb.genome:RS_GCF_900112335.1		Scaffold	Tropicimonas isoalkanivorans	NCBITaxon:441112	accession	kgmicrobe.strain:DSM-19548	DSM 19548	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13841	img.taxon:2615840715	img	BACDIVE	bacdive:13841	66792	draft	Tropicimonas isoalkanivorans DSM 19548	NCBITaxon:441112						
kgmicrobe.strain:bacdive_13841	img.taxon:2615840715	img	GOLD	gold:Ga0070515			Tropicimonas isoalkanivorans DSM 19548	NCBITaxon:441112	AP IMG TAXON ID	kgmicrobe.strain:DSM-19548	DSM 19548	ORGANISM CULTURE COLLECTION ID	gold:Go0030463	gold:Gp0113024
kgmicrobe.strain:bacdive_13841	img.taxon:2615840715	img	GOLD	gold:Ga0070515			Tropicimonas isoalkanivorans DSM 19548	NCBITaxon:441112	AP IMG TAXON ID	kgmicrobe.strain:DSM-19548	DSM 19548	ORGANISM STRAIN	gold:Go0030463	gold:Gp0113024
kgmicrobe.strain:bacdive_13841	patric:441112.6	patric	BACDIVE	bacdive:13841	66792	wgs	Tropicimonas isoalkanivorans strain DSM 19548	NCBITaxon:441112						
kgmicrobe.strain:bacdive_138416	img.taxon:2531839009	img	GOLD	gold:Ga0014331			Enterocloster bolteae 90A9	NCBITaxon:997894	AP IMG TAXON ID	kgmicrobe.strain:CIP-110242	CIP 110242	ORGANISM CULTURE COLLECTION ID	gold:Go0010368	gold:Gp0010368
kgmicrobe.strain:bacdive_13842	gtdb.genome:RS_GCF_001458375.1	gtdb	GTDB	gtdb.genome:RS_GCF_001458375.1		Scaffold	Tropicibacter naphthalenivorans	NCBITaxon:441103	accession	kgmicrobe.strain:CECT-7648	CECT 7648	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13842	gtdb.genome:RS_GCF_900176475.1	gtdb	GTDB	gtdb.genome:RS_GCF_900176475.1		Scaffold	Tropicibacter naphthalenivorans	NCBITaxon:441103	accession	kgmicrobe.strain:DSM-19561	DSM 19561	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13842	img.taxon:2622736506	img	BACDIVE	bacdive:13842	66792	draft	Tropicibacter naphthalenivorans DSM 19561	NCBITaxon:441103						
kgmicrobe.strain:bacdive_13842	img.taxon:2622736506	img	GOLD	gold:Ga0070585			Tropicibacter naphthalenivorans DSM 19561	NCBITaxon:441103	AP IMG TAXON ID	kgmicrobe.strain:DSM-19561	DSM 19561	ORGANISM CULTURE COLLECTION ID	gold:Go0030462	gold:Gp0113023
kgmicrobe.strain:bacdive_13842	img.taxon:2622736506	img	GOLD	gold:Ga0070585			Tropicibacter naphthalenivorans DSM 19561	NCBITaxon:441103	AP IMG TAXON ID	kgmicrobe.strain:DSM-19561	DSM 19561	ORGANISM STRAIN	gold:Go0030462	gold:Gp0113023
kgmicrobe.strain:bacdive_13842	img.taxon:2713896963	img	BACDIVE	bacdive:13842	66792	draft	Tropicibacter naphthalenivorans CECT 7648	NCBITaxon:441103						
kgmicrobe.strain:bacdive_13842	img.taxon:2713896963	img	GOLD	gold:Ga0125394			Tropicibacter naphthalenivorans CECT 7648	NCBITaxon:441103	AP IMG TAXON ID	kgmicrobe.strain:CECT-7648	CECT 7648	ORGANISM STRAIN	gold:Go0138140	gold:Gp0143178
kgmicrobe.strain:bacdive_13842	patric:441103.4	patric	BACDIVE	bacdive:13842	66792	wgs	Tropicibacter naphthalenivorans strain DSM 19561	NCBITaxon:441103						
kgmicrobe.strain:bacdive_13842	patric:441103.7	patric	BACDIVE	bacdive:13842	66792	wgs	Tropicibacter naphthalenivorans strain CECT 7648	NCBITaxon:441103						
kgmicrobe.strain:bacdive_138426	gtdb.genome:RS_GCF_000200595.1	gtdb	GTDB	gtdb.genome:RS_GCF_000200595.1		Complete Genome	Helicobacter felis ATCC 49179	NCBITaxon:936155	accession	kgmicrobe.strain:ATCC-49179	ATCC 49179	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138426	img.taxon:649633054	img	BACDIVE	bacdive:138426	66792	complete	Helicobacter felis CS1, ATCC 49179	NCBITaxon:936155						
kgmicrobe.strain:bacdive_138426	img.taxon:649633054	img	GOLD	gold:Ga0029001			Helicobacter felis CS1, ATCC 49179	NCBITaxon:936155	AP IMG TAXON ID	kgmicrobe.strain:ATCC-49179	ATCC 49179	ORGANISM CULTURE COLLECTION ID	gold:Go0008551	gold:Gp0008551
kgmicrobe.strain:bacdive_138426	img.taxon:649633054	img	GOLD	gold:Ga0029001			Helicobacter felis CS1, ATCC 49179	NCBITaxon:936155	AP IMG TAXON ID	kgmicrobe.strain:ATCC-49179	CS1, ATCC 49179	ORGANISM STRAIN	gold:Go0008551	gold:Gp0008551
kgmicrobe.strain:bacdive_138426	patric:936155.3	patric	BACDIVE	bacdive:138426	66792	complete	Helicobacter felis ATCC 49179	NCBITaxon:936155						
kgmicrobe.strain:bacdive_138429	img.taxon:8109078198	img	GOLD	gold:Ga0324476			Salmonella enterica enterica sv. Typhi NCTC 8385	NCBITaxon:28901	AP IMG TAXON ID	kgmicrobe.strain:NCTC-8385	NCTC 8385	ORGANISM CULTURE COLLECTION ID	gold:Go0159699	gold:Gp0342001
kgmicrobe.strain:bacdive_138429	img.taxon:8109078198	img	GOLD	gold:Ga0324476			Salmonella enterica enterica sv. Typhi NCTC 8385	NCBITaxon:28901	AP IMG TAXON ID	kgmicrobe.strain:NCTC-8385	NCTC 8385	ORGANISM STRAIN	gold:Go0159699	gold:Gp0342001
kgmicrobe.strain:bacdive_138429	patric:90370.2450	patric	BACDIVE	bacdive:138429	66792	wgs	Salmonella enterica subsp. enterica serovar Typhi strain NCTC8385	NCBITaxon:90370						
kgmicrobe.strain:bacdive_13843	gtdb.genome:RS_GCF_001458415.1	gtdb	GTDB	gtdb.genome:RS_GCF_001458415.1		Contig	Tritonibacter multivorans	NCBITaxon:928856	accession	kgmicrobe.strain:CECT-7557	CECT 7557	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13843	gtdb.genome:RS_GCF_900112515.1	gtdb	GTDB	gtdb.genome:RS_GCF_900112515.1		Scaffold	Tritonibacter multivorans	NCBITaxon:928856	accession	kgmicrobe.strain:DSM-26470	DSM 26470	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13843	img.taxon:2615840706	img	BACDIVE	bacdive:13843	66792	draft	Epibacterium multivorans DSM 26470	NCBITaxon:928856						
kgmicrobe.strain:bacdive_13843	img.taxon:2615840706	img	GOLD	gold:Ga0070013			Tritonibacter multivorans DSM 26470	NCBITaxon:928856	AP IMG TAXON ID	kgmicrobe.strain:DSM-26470	DSM 26470	ORGANISM CULTURE COLLECTION ID	gold:Go0111049	gold:Gp0112526
kgmicrobe.strain:bacdive_13843	img.taxon:2615840706	img	GOLD	gold:Ga0070013			Tritonibacter multivorans DSM 26470	NCBITaxon:928856	AP IMG TAXON ID	kgmicrobe.strain:DSM-26470	DSM 26470	ORGANISM STRAIN	gold:Go0111049	gold:Gp0112526
kgmicrobe.strain:bacdive_13843	img.taxon:2713896962	img	BACDIVE	bacdive:13843	66792	draft	Epibacterium multivorans CECT 7557	NCBITaxon:928856						
kgmicrobe.strain:bacdive_13843	img.taxon:2713896962	img	GOLD	gold:Ga0125393			Tritonibacter multivorans CECT 7557	NCBITaxon:928856	AP IMG TAXON ID	kgmicrobe.strain:CECT-7557	CECT 7557	ORGANISM CULTURE COLLECTION ID	gold:Go0138136	gold:Gp0143174
kgmicrobe.strain:bacdive_13843	img.taxon:2713896962	img	GOLD	gold:Ga0125393			Tritonibacter multivorans CECT 7557	NCBITaxon:928856	AP IMG TAXON ID	kgmicrobe.strain:CECT-7557	CECT 7557	ORGANISM STRAIN	gold:Go0138136	gold:Gp0143174
kgmicrobe.strain:bacdive_13843	img.taxon:8118273996	img	GOLD	gold:Ga0667961			Epibacterium multivorans MD5	NCBITaxon:928856	AP IMG TAXON ID	kgmicrobe.strain:KCTC-23350	KCTC 23350	ORGANISM CULTURE COLLECTION ID	gold:Go0031872	gold:Gp0818665
kgmicrobe.strain:bacdive_13843	patric:928856.4	patric	BACDIVE	bacdive:13843	66792	wgs	Tropicibacter multivorans strain DSM 26470	NCBITaxon:928856						
kgmicrobe.strain:bacdive_13843	patric:928856.5	patric	BACDIVE	bacdive:13843	66792	wgs	Epibacterium multivorans strain CECT 7557	NCBITaxon:928856						
kgmicrobe.strain:bacdive_138432	gtdb.genome:RS_GCF_006539125.1	gtdb	GTDB	gtdb.genome:RS_GCF_006539125.1		Contig	Gluconobacter sphaericus NBRC 12467	NCBITaxon:1307951	accession	kgmicrobe.strain:NBRC-12467	NBRC 12467	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138432	gtdb.genome:RS_GCF_025995115.1	gtdb	GTDB	gtdb.genome:RS_GCF_025995115.1		Contig	Gluconobacter sphaericus NBRC 12467	NCBITaxon:1307951	accession	kgmicrobe.strain:NBRC-12467	NBRC 12467	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138432	img.taxon:2995660333	img	GOLD	gold:Ga0487949			Gluconobacter sphaericus NBRC 12467	NCBITaxon:1307951	AP IMG TAXON ID	kgmicrobe.strain:NBRC-12467	NBRC 12467	ORGANISM CULTURE COLLECTION ID	gold:Go0030299	gold:Gp0550789
kgmicrobe.strain:bacdive_138432	img.taxon:2995660333	img	GOLD	gold:Ga0487949			Gluconobacter sphaericus NBRC 12467	NCBITaxon:1307951	AP IMG TAXON ID	kgmicrobe.strain:NBRC-12467	NBRC 12467	ORGANISM STRAIN	gold:Go0030299	gold:Gp0550789
kgmicrobe.strain:bacdive_138432	img.taxon:8119081049	img	GOLD	gold:Ga0667723			Gluconobacter sphaericus NBRC 12467	NCBITaxon:1307951	AP IMG TAXON ID	kgmicrobe.strain:NBRC-12467	NBRC 12467	ORGANISM CULTURE COLLECTION ID	gold:Go0030299	gold:Gp0818058
kgmicrobe.strain:bacdive_138432	img.taxon:8119081049	img	GOLD	gold:Ga0667723			Gluconobacter sphaericus NBRC 12467	NCBITaxon:1307951	AP IMG TAXON ID	kgmicrobe.strain:NBRC-12467	NBRC 12467	ORGANISM STRAIN	gold:Go0030299	gold:Gp0818058
kgmicrobe.strain:bacdive_13844	gtdb.genome:RS_GCF_900106695.1	gtdb	GTDB	gtdb.genome:RS_GCF_900106695.1		Contig	Albimonas donghaensis	NCBITaxon:356660	accession	kgmicrobe.strain:DSM-17890	DSM 17890	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13844	img.taxon:2693429856	img	BACDIVE	bacdive:13844	66792	draft	Albimonas donghaensis DSM 17890	NCBITaxon:356660						
kgmicrobe.strain:bacdive_13844	img.taxon:2693429856	img	GOLD	gold:Ga0131200			Albimonas donghaensis DSM 17890	NCBITaxon:356660	AP IMG TAXON ID	kgmicrobe.strain:DSM-17890	DSM 17890	ORGANISM CULTURE COLLECTION ID	gold:Go0103590	gold:Gp0148702
kgmicrobe.strain:bacdive_13844	img.taxon:2693429856	img	GOLD	gold:Ga0131200			Albimonas donghaensis DSM 17890	NCBITaxon:356660	AP IMG TAXON ID	kgmicrobe.strain:DSM-17890	DSM 17890	ORGANISM STRAIN	gold:Go0103590	gold:Gp0148702
kgmicrobe.strain:bacdive_13844	patric:356660.7	patric	BACDIVE	bacdive:13844	66792	wgs	Albimonas donghaensis strain DSM 17890	NCBITaxon:356660						
kgmicrobe.strain:bacdive_138440	img.taxon:2634166475	img	BACDIVE	bacdive:138440	66792	complete	Klebsiella pneumoniae CIP 52.145	NCBITaxon:1205678						
kgmicrobe.strain:bacdive_138440	img.taxon:2634166475	img	GOLD	gold:Ga0072479			Klebsiella pneumoniae pneumoniae CIP 52.145	NCBITaxon:1205678	AP IMG TAXON ID	kgmicrobe.strain:CIP-52.145	CIP 52.145	ORGANISM STRAIN	gold:Go0023368	gold:Gp0023368
kgmicrobe.strain:bacdive_138440	patric:573.1488	patric	BACDIVE	bacdive:138440	66792	complete	Klebsiella pneumoniae strain CIP 52.145	NCBITaxon:573						
kgmicrobe.strain:bacdive_138440	patric:573.20128	patric	BACDIVE	bacdive:138440	66792	wgs	Klebsiella pneumoniae strain NCTC5055	NCBITaxon:573						
kgmicrobe.strain:bacdive_138442	img.taxon:2565956648	img	BACDIVE	bacdive:138442	66792	draft	Acinetobacter colistiniresistens NIPH 1859	NCBITaxon:280145						
kgmicrobe.strain:bacdive_138442	patric:1217695.3	patric	BACDIVE	bacdive:138442	66792	wgs	Acinetobacter sp. NIPH 1859	NCBITaxon:280145						
kgmicrobe.strain:bacdive_138443	gtdb.genome:RS_GCF_014202125.1	gtdb	GTDB	gtdb.genome:RS_GCF_014202125.1		Scaffold	Rhizobium leguminosarum	NCBITaxon:384	accession	kgmicrobe.strain:DSM-106839	DSM 106839	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138443	gtdb.genome:RS_GCF_033842645.1	gtdb	GTDB	gtdb.genome:RS_GCF_033842645.1		Contig	Rhizobium leguminosarum	NCBITaxon:384	accession	kgmicrobe.strain:ATCC-10004	ATCC 10004	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138443	img.taxon:2861339494	img	BACDIVE	bacdive:138443	66792	draft	Rhizobium leguminosarum DSM 106839	NCBITaxon:384						
kgmicrobe.strain:bacdive_138443	img.taxon:2861339494	img	GOLD	gold:Ga0415379			Rhizobium leguminosarum DSM 106839	NCBITaxon:384	AP IMG TAXON ID	kgmicrobe.strain:DSM-106839	DSM 106839	ORGANISM CULTURE COLLECTION ID	gold:Go0527852	gold:Gp0456386
kgmicrobe.strain:bacdive_138443	img.taxon:2861339494	img	GOLD	gold:Ga0415379			Rhizobium leguminosarum DSM 106839	NCBITaxon:384	AP IMG TAXON ID	kgmicrobe.strain:DSM-106839	DSM 106839	ORGANISM STRAIN	gold:Go0527852	gold:Gp0456386
kgmicrobe.strain:bacdive_138443	patric:384.421	patric	BACDIVE	bacdive:138443	66792	wgs	Rhizobium leguminosarum strain DSM 106839	NCBITaxon:384						
kgmicrobe.strain:bacdive_138449	gtdb.genome:RS_GCF_025822765.1	gtdb	GTDB	gtdb.genome:RS_GCF_025822765.1		Scaffold	Mycobacterium barrassiae	NCBITaxon:319709	accession	kgmicrobe.strain:CCUG-50398	CCUG 50398	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138449	img.taxon:8047395752	img	GOLD	gold:Ga0615822			Mycobacterium barrassiae CCUG 50398	NCBITaxon:319709	AP IMG TAXON ID	kgmicrobe.strain:CCUG-50398	CCUG 50398	ORGANISM CULTURE COLLECTION ID	gold:Go0670840	gold:Gp0761260
kgmicrobe.strain:bacdive_138449	img.taxon:8047395752	img	GOLD	gold:Ga0615822			Mycobacterium barrassiae CCUG 50398	NCBITaxon:319709	AP IMG TAXON ID	kgmicrobe.strain:CCUG-50398	CCUG 50398	ORGANISM STRAIN	gold:Go0670840	gold:Gp0761260
kgmicrobe.strain:bacdive_13845	gtdb.genome:RS_GCF_019966495.1	gtdb	GTDB	gtdb.genome:RS_GCF_019966495.1		Scaffold	Tateyamaria pelophila	NCBITaxon:328415	accession	kgmicrobe.strain:DSM-17270	DSM 17270	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13845	patric:328415.5	patric	BACDIVE	bacdive:13845	66792	wgs	Tateyamaria pelophila strain DSM 17270	NCBITaxon:328415						
kgmicrobe.strain:bacdive_138452	img.taxon:8117508606	img	GOLD	gold:Ga0668087			Enterobacter cancerogenus NCTC 12126	NCBITaxon:69218	AP IMG TAXON ID	kgmicrobe.strain:NCTC-12126	NCTC 12126	ORGANISM CULTURE COLLECTION ID	gold:Go0298330	gold:Gp0818792
kgmicrobe.strain:bacdive_138452	img.taxon:8117508606	img	GOLD	gold:Ga0668087			Enterobacter cancerogenus NCTC 12126	NCBITaxon:69218	AP IMG TAXON ID	kgmicrobe.strain:NCTC-12126	NCTC 12126	ORGANISM STRAIN	gold:Go0298330	gold:Gp0818792
kgmicrobe.strain:bacdive_138452	patric:69218.25	patric	BACDIVE	bacdive:138452	66792	wgs	Enterobacter cancerogenus strain NCTC12126	NCBITaxon:69218						
kgmicrobe.strain:bacdive_138455	patric:1248440.3	patric	BACDIVE	bacdive:138455	66792	wgs	Polaribacter franzmannii ATCC 700399	NCBITaxon:1248440						
kgmicrobe.strain:bacdive_138456	gtdb.genome:RS_GCF_002949675.1	gtdb	GTDB	gtdb.genome:RS_GCF_002949675.1		Complete Genome	Shigella dysenteriae	NCBITaxon:622	accession	kgmicrobe.strain:ATCC-13313	ATCC 13313	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138456	img.taxon:2850767282	img	BACDIVE	bacdive:138456	66792	complete	Shigella dysenteriae ATCC 13313	NCBITaxon:622						
kgmicrobe.strain:bacdive_138456	img.taxon:2850767282	img	GOLD	gold:Ga0272261			Shigella dysenteriae ATCC 13313	NCBITaxon:622	AP IMG TAXON ID	kgmicrobe.strain:ATCC-13313	ATCC 13313	ORGANISM CULTURE COLLECTION ID	gold:Go0033018	gold:Gp0309783
kgmicrobe.strain:bacdive_138456	img.taxon:2850767282	img	GOLD	gold:Ga0272261			Shigella dysenteriae ATCC 13313	NCBITaxon:622	AP IMG TAXON ID	kgmicrobe.strain:ATCC-13313	ATCC 13313	ORGANISM STRAIN	gold:Go0033018	gold:Gp0309783
kgmicrobe.strain:bacdive_138456	img.taxon:2916533085	img	BACDIVE	bacdive:138456	66792	draft	Shigella dysenteriae NCTC 4837	NCBITaxon:622						
kgmicrobe.strain:bacdive_138456	img.taxon:2916533085	img	GOLD	gold:Ga0317075			Shigella dysenteriae NCTC 4837	NCBITaxon:622	AP IMG TAXON ID	kgmicrobe.strain:NCTC-4837	NCTC 4837	ORGANISM CULTURE COLLECTION ID	gold:Go0287621	gold:Gp0341799
kgmicrobe.strain:bacdive_138456	img.taxon:2916533085	img	GOLD	gold:Ga0317075			Shigella dysenteriae NCTC 4837	NCBITaxon:622	AP IMG TAXON ID	kgmicrobe.strain:NCTC-4837	NCTC 4837	ORGANISM STRAIN	gold:Go0287621	gold:Gp0341799
kgmicrobe.strain:bacdive_138456	patric:622.104	patric	BACDIVE	bacdive:138456	66792	wgs	Shigella dysenteriae strain CIP57.28	NCBITaxon:622						
kgmicrobe.strain:bacdive_138456	patric:622.424	patric	BACDIVE	bacdive:138456	66792	complete	Shigella dysenteriae strain ATCC 13313	NCBITaxon:622						
kgmicrobe.strain:bacdive_138456	patric:622.509	patric	BACDIVE	bacdive:138456	66792	wgs	Shigella dysenteriae strain NCTC4837	NCBITaxon:622						
kgmicrobe.strain:bacdive_138457	gtdb.genome:RS_GCF_007991455.1	gtdb	GTDB	gtdb.genome:RS_GCF_007991455.1		Contig	Chryseobacterium hagamense	NCBITaxon:395935	accession	kgmicrobe.strain:NBRC-105253	NBRC 105253	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138457	img.taxon:2996255965	img	GOLD	gold:Ga0487971			Chryseobacterium hagamense NBRC 105253	NCBITaxon:395935	AP IMG TAXON ID	kgmicrobe.strain:NBRC-105253	NBRC 105253	ORGANISM CULTURE COLLECTION ID	gold:Go0031228	gold:Gp0550807
kgmicrobe.strain:bacdive_138457	img.taxon:2996255965	img	GOLD	gold:Ga0487971			Chryseobacterium hagamense NBRC 105253	NCBITaxon:395935	AP IMG TAXON ID	kgmicrobe.strain:NBRC-105253	NBRC 105253	ORGANISM STRAIN	gold:Go0031228	gold:Gp0550807
kgmicrobe.strain:bacdive_138457	patric:395935.4	patric	BACDIVE	bacdive:138457	66792	wgs	Chryseobacterium hagamense strain NBRC 105253	NCBITaxon:395935						
kgmicrobe.strain:bacdive_138458	img.taxon:2687453494	img	BACDIVE	bacdive:138458	66792	complete	Isoptericola dokdonensis DS-3	NCBITaxon:1300344						
kgmicrobe.strain:bacdive_138458	img.taxon:2687453494	img	GOLD	gold:Ga0129136			Isoptericola dokdonensis DS-3	NCBITaxon:1300344	AP IMG TAXON ID	kgmicrobe.strain:CIP-108921	CIP 108921	ORGANISM CULTURE COLLECTION ID	gold:Go0037382	gold:Gp0037382
kgmicrobe.strain:bacdive_138458	patric:1300344.3	patric	BACDIVE	bacdive:138458	66792	complete	Isoptericola dokdonensis DS-3	NCBITaxon:1300344						
kgmicrobe.strain:bacdive_13846	gtdb.genome:RS_GCF_039769985.1	gtdb	GTDB	gtdb.genome:RS_GCF_039769985.1		Contig	Ponticoccus litoralis	NCBITaxon:422297	accession	kgmicrobe.strain:KCCM-90028	KCCM 90028	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13846	img.taxon:2574179734	img	BACDIVE	bacdive:13846	66792	draft	Ponticoccus litoralis DSM 18986	NCBITaxon:1122969						
kgmicrobe.strain:bacdive_13846	img.taxon:2574179734	img	GOLD	gold:Ga0006678			Ponticoccus litoralis DSM 18986	NCBITaxon:1122969	AP IMG TAXON ID	kgmicrobe.strain:DSM-18986	DSM 18986	ORGANISM CULTURE COLLECTION ID	gold:Go0013145	gold:Gp0013145
kgmicrobe.strain:bacdive_13846	img.taxon:2574179734	img	GOLD	gold:Ga0006678			Ponticoccus litoralis DSM 18986	NCBITaxon:1122969	AP IMG TAXON ID	kgmicrobe.strain:DSM-18986	DSM 18986	ORGANISM STRAIN	gold:Go0013145	gold:Gp0013145
kgmicrobe.strain:bacdive_138466	patric:1117645.183	patric	BACDIVE	bacdive:138466	66792	wgs	Elizabethkingia anophelis strain Illumina sequencing of Elizabethkingia anophelis CIP60.58	NCBITaxon:1117645						
kgmicrobe.strain:bacdive_13847	img.taxon:2574179735	img	BACDIVE	bacdive:13847	66792	draft	Pelagicola litoralis DSM 18290	NCBITaxon:1122945						
kgmicrobe.strain:bacdive_13847	img.taxon:2574179735	img	GOLD	gold:Ga0006679			Pelagicola litoralis DSM 18290	NCBITaxon:1122945	AP IMG TAXON ID	kgmicrobe.strain:DSM-18290	DSM 18290	ORGANISM CULTURE COLLECTION ID	gold:Go0013121	gold:Gp0013121
kgmicrobe.strain:bacdive_13847	img.taxon:2574179735	img	GOLD	gold:Ga0006679			Pelagicola litoralis DSM 18290	NCBITaxon:1122945	AP IMG TAXON ID	kgmicrobe.strain:DSM-18290	DSM 18290	ORGANISM STRAIN	gold:Go0013121	gold:Gp0013121
kgmicrobe.strain:bacdive_13847	img.taxon:2890059200	img	BACDIVE	bacdive:13847	66792	draft	Pelagicola litoralis CL-ES2	NCBITaxon:420403						
kgmicrobe.strain:bacdive_13848	gtdb.genome:RS_GCF_900113345.1	gtdb	GTDB	gtdb.genome:RS_GCF_900113345.1		Scaffold	Phaeobacter italicus	NCBITaxon:481446	accession	kgmicrobe.strain:DSM-26436	DSM 26436	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13848	img.taxon:2622736589	img	BACDIVE	bacdive:13848	66792	draft	Phaeobacter italicus DSM 26436	NCBITaxon:481446						
kgmicrobe.strain:bacdive_13848	img.taxon:2622736589	img	GOLD	gold:Ga0070236			Phaeobacter italicus DSM 26436	NCBITaxon:481446	AP IMG TAXON ID	kgmicrobe.strain:DSM-26436	DSM 26436	ORGANISM CULTURE COLLECTION ID	gold:Go0111014	gold:Gp0112491
kgmicrobe.strain:bacdive_13848	img.taxon:2622736589	img	GOLD	gold:Ga0070236			Phaeobacter italicus DSM 26436	NCBITaxon:481446	AP IMG TAXON ID	kgmicrobe.strain:DSM-26436	DSM 26436	ORGANISM STRAIN	gold:Go0111014	gold:Gp0112491
kgmicrobe.strain:bacdive_13848	patric:481446.6	patric	BACDIVE	bacdive:13848	66792	wgs	Nautella italica strain DSM 26436	NCBITaxon:481446						
kgmicrobe.strain:bacdive_138485	img.taxon:2565956670	img	BACDIVE	bacdive:138485	66792	draft	Acinetobacter sp. NIPH 817	NCBITaxon:520708						
kgmicrobe.strain:bacdive_138485	patric:520708.3	patric	BACDIVE	bacdive:138485	66792	wgs	Acinetobacter sp. NIPH 817	NCBITaxon:520708						
kgmicrobe.strain:bacdive_13849	gtdb.genome:RS_GCF_000423645.1	gtdb	GTDB	gtdb.genome:RS_GCF_000423645.1		Scaffold	Sediminimonas qiaohouensis DSM 21189	NCBITaxon:1123247	accession	kgmicrobe.strain:DSM-21189	DSM 21189	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13849	img.taxon:2523533612	img	BACDIVE	bacdive:13849	66792	draft	Sediminimonas qiaohouensis DSM 21189	NCBITaxon:1123247						
kgmicrobe.strain:bacdive_13849	img.taxon:2523533612	img	GOLD	gold:Ga0002309			Sediminimonas qiaohouensis DSM 21189	NCBITaxon:1123247	AP IMG TAXON ID	kgmicrobe.strain:DSM-21189	DSM 21189	ORGANISM CULTURE COLLECTION ID	gold:Go0013274	gold:Gp0013274
